routeframecode,extendedcode,framealtcode,latitude,longitude,framesizefamilycode,framesizename,productformatname,digital,modeltype,productformatmarketingname,revenuestreamname,channelname,visualunitcode,visualunitname,linkedassetcode,linkedassetname,geographicalareacode,geographicalareaname,geolevelname,startdate,enddate,maxstatusdate,tvareacode,tvareaname,conurbationcode,routetowncode,routetownname,districtcode,sitecode,furnitureindex,address,postcode,postalsector,businessareacode,businessareagroupcode,productformatmarketingcode,revenuestreamcode,activestatus,currentstatus,businessareaname,conurbation,extid,fsizename,productformatcode,sitenumber,medialength,dayframe
LAX7307DG.C1,LAX7307DG.C1,50296886,33.94195,-118.399592,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX7302DG_LINK,LAX7302,"","",LAX-1263-LAX_T78_D,LAX-1263-LAX_T78_D,LAX-Terminal 7,2017-10-27,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1263,S.LAX7307DG,LAX7307DG,T7 CENTRAL GATE HOLD ROOM,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37131,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX7309DG.C1,LAX7309DG.C1,50296888,33.941732,-118.399662,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX7302DG_LINK,LAX7302,"","",LAX-1263-LAX_T78_D,LAX-1263-LAX_T78_D,LAX-Terminal 7,2017-09-20,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1263,S.LAX7309DG,LAX7309DG,T7 REAR GATE HOLD ROOM,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37132,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX7310DG.C1,LAX7310DG.C1,50296889,33.94151785,-118.39957794,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX7302DG_LINK,LAX7302,"","",LAX-1263-LAX_T78_D,LAX-1263-LAX_T78_D,LAX-Terminal 7,2017-09-20,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1263,S.LAX7310DG,LAX7310DG,T7 REAR GATE HOLD ROOM,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37133,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX7308DG.C1,LAX7308DG.C1,50296887,33.941696,-118.399543,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX7302DG_LINK,LAX7302,"","",LAX-1263-LAX_T78_D,LAX-1263-LAX_T78_D,LAX-Terminal 7,2017-09-20,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1263,S.LAX7308DG,LAX7308DG,T7 REAR GATE HOLD ROOM,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37134,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX7311DG.C1,LAX7311DG.C1,50296890,33.941696,-118.399645,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX7302DG_LINK,LAX7302,"","",LAX-1263-LAX_T78_D,LAX-1263-LAX_T78_D,LAX-Terminal 7,2017-09-20,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1263,S.LAX7311DG,LAX7311DG,T7 REAR GATE HOLD ROOM,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37137,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAZ0402SG.C1,LAZ0402SG.C1,"",33.94406302,-118.40863249,formattype0,"Airport, digital",Digital Iconic Structure,1,Digital,default,IEMS,Airports,"","","","",LAZ-1517-LAZ_TB_AR,LAZ-1517-LAZ_TB_AR,LAZ - TBIT - MSC,2014-08-07,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1517,S.LAZ0402SG,LAZ0402SG,ARRIVALS AREA,"","",AIR-DIG3,AIRPORT,DEFAULT,IEMS,0,1,Airport Digital,Undefined,37140,Default format type,AIR-SG,"",10.0,2022-03-23
LAZ0405SG.C1,LAZ0405SG.C1,"",33.94315966,-118.41020375,formattype0,"Airport, digital",Digital Iconic Structure,1,Digital,default,IEMS,Airports,"","","","",LAZ-1517-LAZ_TB_L4,LAZ-1517-LAZ_TB_L4,LAZ - TBIT - MSC,2014-08-07,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1517,S.LAZ0405SG,LAZ0405SG,TBIT GREAT HALL,"","",AIR-DIG3,AIRPORT,DEFAULT,IEMS,0,1,Airport Digital,Undefined,37145,Default format type,AIR-SG,"",10.0,2022-03-23
LAZ0406SG.C1,LAZ0406SG.C1,"",33.94310309,-118.40994791,formattype0,"Airport, digital",Digital Iconic Structure,1,Digital,default,IEMS,Airports,"","","","",LAZ-1517-LAZ_TB_L4,LAZ-1517-LAZ_TB_L4,LAZ - TBIT - MSC,2014-08-07,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1517,S.LAZ0406SG,LAZ0406SG,TBIT GREAT HALL,"","",AIR-DIG3,AIRPORT,DEFAULT,IEMS,0,1,Airport Digital,Undefined,37146,Default format type,AIR-SG,"",10.0,2022-03-23
LAZ0409SG.C1,LAZ0409SG.C1,"",33.94401609,-118.41061682,formattype0,"Airport, digital",Digital Iconic Structure,1,Digital,default,IEMS,Airports,LAZ_PORTALS,LAZ_PORTALS,"","",LAZ-1517-LAZ_TB_L4,LAZ-1517-LAZ_TB_L4,LAZ - TBIT - MSC,2014-08-07,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1517,S.LAZ0409SG,LAZ0409SG,TBIT GREAT HALL,"","",AIR-DIG3,AIRPORT,DEFAULT,IEMS,0,1,Airport Digital,Undefined,37152,Default format type,AIR-SG,"",10.0,2022-03-23
LAX2304DG.C2,LAX2304DG.C2,50296832,33.946571,-118.404011,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX2301DG_LINK,LAX2301,"","",LAX-1258-LAXT2_DEP,LAX-1258-LAXT2_DEP,LAX-Terminal 2,2015-12-31,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1258,S.LAX2304DG,LAX2304DG,IFO GATE 23 & 23A,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37158,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX2301DG.C1,LAX2301DG.C1,50296827,33.94658478,-118.40417501,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX2301DG_LINK,LAX2301,"","",LAX-1258-LAXT2_DEP,LAX-1258-LAXT2_DEP,LAX-Terminal 2,2016-01-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1258,S.LAX2301DG,LAX2301DG,IFO GATE 24A,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Non-Conurbation,37160,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX2301DG.C2,LAX2301DG.C2,50296828,33.94658478,-118.40417501,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX2301DG_LINK,LAX2301,"","",LAX-1258-LAXT2_DEP,LAX-1258-LAXT2_DEP,LAX-Terminal 2,2016-01-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1258,S.LAX2301DG,LAX2301DG,IFO GATE 24A,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37162,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX2304DG.C1,LAX2304DG.C1,50296831,33.946571,-118.404011,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX2301DG_LINK,LAX2301,"","",LAX-1258-LAXT2_DEP,LAX-1258-LAXT2_DEP,LAX-Terminal 2,2015-12-31,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1258,S.LAX2304DG,LAX2304DG,IFO GATE 23 & 23A,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37163,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4302DG.C2,LAX4302DG.C2,50296838,33.941953,-118.40691,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4301DG_LINK,LAX4301,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-12-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4302DG,LAX4302DG,NEAR GATE 40,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37226,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4302DG.C1,LAX4302DG.C1,50296837,33.941953,-118.40691,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4301DG_LINK,LAX4301,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-12-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4302DG,LAX4302DG,NEAR GATE 40,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37227,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4303DG.C1,LAX4303DG.C1,50296839,33.941856,-118.406954,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4301DG_LINK,LAX4301,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-12-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4303DG,LAX4303DG,"NEAR ENTERTAINMENT WEEKLY, NEWSTAND",90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37230,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4303DG.C2,LAX4303DG.C2,50296840,33.941856,-118.406954,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4301DG_LINK,LAX4301,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-12-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4303DG,LAX4303DG,"NEAR ENTERTAINMENT WEEKLY, NEWSTAND",90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37231,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4304DG.C1,LAX4304DG.C1,50296841,33.941939,-118.406978,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4301DG_LINK,LAX4301,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-12-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4304DG,LAX4304DG,NEAR GATE 41,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37249,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4304DG.C2,LAX4304DG.C2,50296842,33.941939,-118.406978,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4301DG_LINK,LAX4301,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-12-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4304DG,LAX4304DG,NEAR GATE 41,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37250,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX5304DG.C1,LAX5304DG.C1,50296857,33.94174347,-118.40447094,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX5304DG_LINK,LAX5304,"","",LAX-1261-LAX_T5_T,LAX-1261-LAX_T5_T,LAX-Terminal 5,2016-02-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1261,S.LAX5304DG,LAX5304DG,GATE 50A,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37256,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX2302DG.C1,LAX2302DG.C1,50296829,33.946654,-118.404237,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX2301DG_LINK,LAX2301,"","",LAX-1258-LAXT2_DEP,LAX-1258-LAXT2_DEP,LAX-Terminal 2,2015-12-31,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1258,S.LAX2302DG,LAX2302DG,BETWEEN GATES 24 & 26,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37261,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4309DG.C1,LAX4309DG.C1,50296851,33.940247,-118.40673,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4309DG_LINK,LAX4309,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-11-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4309DG,LAX4309DG,NEAR GATE 46A,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Non-Conurbation,37263,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4312DG.C1,LAX4312DG.C1,50296854,33.94024,-118.406813,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4309DG_LINK,LAX4309,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-11-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4312DG,LAX4312DG,NEAR GATE 47A,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37265,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4301DG.C2,LAX4301DG.C2,50296836,33.942003,-118.406868,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4301DG_LINK,LAX4301,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-12-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4301DG,LAX4301DG,NEAR HOMEBOY CAFE,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37270,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4305DG.C2,LAX4305DG.C2,50296844,33.940961,-118.406741,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4301DG_LINK,LAX4301,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-12-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4305DG,LAX4305DG,NEAR GATE 42B,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37271,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4301DG.C1,LAX4301DG.C1,50296835,33.942003,-118.406868,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4301DG_LINK,LAX4301,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-12-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4301DG,LAX4301DG,NEAR HOMEBOY CAFE,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Non-Conurbation,37272,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4305DG.C1,LAX4305DG.C1,50296843,33.940961,-118.406741,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4301DG_LINK,LAX4301,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-12-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4305DG,LAX4305DG,NEAR GATE 42B,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37275,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4308DG.C2,LAX4308DG.C2,50296850,33.940941,-118.406856,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4301DG_LINK,LAX4301,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-12-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4308DG,LAX4308DG,NEAR GATE 45,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37276,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4308DG.C1,LAX4308DG.C1,50296849,33.940941,-118.406856,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4301DG_LINK,LAX4301,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-12-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4308DG,LAX4308DG,NEAR GATE 45,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37277,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4306DG.C1,LAX4306DG.C1,50296845,33.940929,-118.406733,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4301DG_LINK,LAX4301,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-12-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4306DG,LAX4306DG,NEAR GATE 42B,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37280,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4306DG.C2,LAX4306DG.C2,50296846,33.940929,-118.406733,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4301DG_LINK,LAX4301,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-12-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4306DG,LAX4306DG,NEAR GATE 42B,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37281,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAZ0358DM.C1,LAZ0358DM.C1,"",33.93948696,-118.4098914,formattype0,Digital 1920x1080 landscape - GIDS,GIDS,1,Digital,default,"Digital, other",Airports,LAX-GIDS,LAX-GIDS,"","",LAZ-1517-LAZ_TB_SC,LAZ-1517-LAZ_TB_SC,LAZ - TBIT - MSC,2017-10-05,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1517,S.LAZ0358DM,LAZ0358DM,"GID NETWORK REACHING ALL INTL, DEPARTURES","","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,1,Airport Digital,Undefined,37293,Default format type,AIR-DM,"",10.0,2022-03-23
LAZ1212DR.C1,LAZ1212DR.C1,50296919,33.94629295,-118.40110276,formattype0,Digital 1080x1920 portrait DR,Digital Charging stations,1,Digital,default,Charging Stations,Airports,LAZ1212DR_LINK,LAZ1212,"","",LAZ-1443-LAZ_T1_CON,LAZ-1443-LAZ_T1_CON,LAZ - Terminal 1,2018-01-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1443,S.LAZ1212DR,LAZ1212DR,"IFO GATE 12A, SOUTHWEST",90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-CS,1,1,Airport Digital,Non-Conurbation,37298,Default format type,AIR-DR,"",10.0,2022-03-23
LAX0602DA.C2,LAX0602DA.C2,"",0.0,0.0,formattype0,"Airport, digital",Prestige Digital Unit,1,Digital,default,PDN,Airports,"","","","",LAX-1265-LAX_TOM_A,LAX-1265-LAX_TOM_A,LAX-Tom Bradley Intl Terminal,2016-10-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1265,S.LAX0602DA,LAX0602DA,ARRIVALS,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,37302,Default format type,AIR-DA,"",10.0,2022-03-23
LAX0602DA.C1,LAX0602DA.C1,"",33.94411392,-118.40859309,formattype0,Digital 1920x1080 landscape - BC,Digital 1920x1080 landscape - BC,1,Digital,default,PDN,Airports,"","","","",LAX-1265-LAX_TOM_A,LAX-1265-LAX_TOM_A,LAX-Tom Bradley Intl Terminal,2016-10-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1265,S.LAX0602DA,LAX0602DA,ARRIVALS,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,37303,Default format type,BAGCLAIMP,"",10.0,2022-03-23
LAX1602DA.C1,LAX1602DA.C1,"",33.945639,-118.40103,formattype0,Digital 1920x1080 landscape - BC,Digital 1920x1080 landscape - BC,1,Digital,default,PDN,Airports,"","","","",LAX-1257-LAX_T1_BC,LAX-1257-LAX_T1_BC,LAX-Terminal 1,2017-09-30,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1257,S.LAX1602DA,LAX1602DA,ARRIVALS,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,37306,Default format type,BAGCLAIMP,"",10.0,2022-03-23
LAX0601DW.T1,LAX0601DW.T1,"",33.94415318,-118.40859188,formattype0,"Airport, digital",IVK - touch,1,Digital,default,"Digital, other",Airports,"","","","",LAX-1265-LAX_TOM_A,LAX-1265-LAX_TOM_A,LAX-Tom Bradley Intl Terminal,2016-10-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1265,S.LAX0601DW,LAX0601DW,ARRIVALS,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,1,Airport Digital,Undefined,37309,Default format type,AIR-DW,"",10.0,2022-03-23
LAZ0505DV.C1,LAZ0505DV.C1,"",33.94429553,-118.41071144,formattype0,Digital 4800 x 1080,Digital BMB 4800X1080,1,Digital,default,Bridge Media Band,Airports,"","","","",LAZ-1517-LAZ_TB_NC,LAZ-1517-LAZ_TB_NC,LAZ - TBIT - MSC,2018-01-19,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1517,S.LAZ0505DV,LAZ0505DV,NORTH CONCOURSE GATE 130,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-BMB,0,1,Airport Digital,Undefined,37330,Default format type,4800X1080,"",10.0,2022-03-23
LAX2603DW.T1,LAX2603DW.T1,"",33.945461,-118.403954,formattype0,"Airport, digital",IVK - touch,1,Digital,default,"Digital, other",Airports,"","","","",LAX-1258-LAX_T2_BC,LAX-1258-LAX_T2_BC,LAX-Terminal 2,2018-06-03,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1258,S.LAX2603DW,LAX2603DW,ARRIVALS,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,1,Airport Digital,Undefined,37333,Default format type,AIR-DW,"",10.0,2022-03-23
LAX4603DW.T1,LAX4603DW.T1,"",33.942458,-118.406326,formattype0,"Airport, digital",IVK - touch,1,Digital,default,"Digital, other",Airports,"","","","",LAX-1260-LAXT4_BAG,LAX-1260-LAXT4_BAG,LAX-Terminal 4,2016-09-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1260,S.LAX4603DW,LAX4603DW,ARRIVALS,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,1,Airport Digital,Undefined,37339,Default format type,AIR-DW,"",10.0,2022-03-23
LAX5601DW.T1,LAX5601DW.T1,"",33.942366,-118.404402,formattype0,"Airport, digital",IVK - touch,1,Digital,default,"Digital, other",Airports,"","","","",LAX-1261-LAX_T5_BC,LAX-1261-LAX_T5_BC,LAX-Terminal 5,2016-09-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1261,S.LAX5601DW,LAX5601DW,ARRIVALS,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,1,Airport Digital,Undefined,37341,Default format type,AIR-DW,"",10.0,2022-03-23
LAX5603DW.T1,LAX5603DW.T1,"",33.94245273,-118.40435948,formattype0,"Airport, digital",IVK - touch,1,Digital,default,"Digital, other",Airports,"","","","",LAX-1261-LAX_T5_BC,LAX-1261-LAX_T5_BC,LAX-Terminal 5,2016-09-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1261,S.LAX5603DW,LAX5603DW,ARRIVALS,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,1,Airport Digital,Undefined,37342,Default format type,AIR-DW,"",10.0,2022-03-23
LAX6601DW.T1,LAX6601DW.T1,"",33.94268701,-118.40254965,formattype0,"Airport, digital",IVK - touch,1,Digital,default,"Digital, other",Airports,"","","","",LAX-1262-LAXT6_BAG,LAX-1262-LAXT6_BAG,LAX-Terminal 6,2016-10-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1262,S.LAX6601DW,LAX6601DW,ARRIVALS,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,1,Airport Digital,Undefined,37349,Default format type,AIR-DW,"",10.0,2022-03-23
LAX7601DW.T1,LAX7601DW.T1,"",33.943154,-118.398895,formattype0,"Airport, digital",IVK - touch,1,Digital,default,"Digital, other",Airports,"","","","",LAX-1263-LAX_T78_A,LAX-1263-LAX_T78_A,LAX-Terminal 7,2017-12-20,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1263,S.LAX7601DW,LAX7601DW,ARRIVALS,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,1,Airport Digital,Undefined,37352,Default format type,AIR-DW,"",10.0,2022-03-23
